# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0003991436554305,0.8016256032512075,-0.09147718935857987,0,3.0,-0.2519238101758391,0.0,0.0,0.0
 0.08981279020281643,2.0124986341602624,0.8016062854526904,-0.09147718935857987,0.2694383706084493,2.9999999999999996,-0.2519238101758391,0.0,-4.667988155126875,0.0
 0.12753184958576338,2.02479555315206,0.8015488631407008,-0.26754931178070346,0.3825955487572901,3.0,-0.23505946326745703,0.0,-5.699540423568857,0.0
 0.15682035764842725,2.037287571846774,0.8014541329405815,-0.4344803474298786,0.4704610729452817,3.0,-0.2194693135659164,0.0,-6.338364325022674,0.0
 0.1817954993775947,2.049972361460358,0.8013228914776749,-0.5927818947784187,0.5453864981327841,2.9999999999999987,-0.2050332271209615,0.0,-6.748607001428847,0.0
 0.20404365476201786,2.0628475932087627,0.8011559353773234,-0.7429259519746138,0.6121309642860535,3.0,-0.19164428216588023,0.0,-7.005376700330885,0.0
 0.22437412864465822,2.0759109383079397,0.8009540612648696,-0.885348580018748,0.6731223859339747,3.0000000000000027,-0.17920711125094818,0.0,-7.151811368936934,0.0
 0.24326508956353837,2.0891600679738414,0.8007180657656563,-1.0204531690885386,0.7297952686906151,2.999999999999997,-0.16763647580345153,0.0,-7.2157106897402725,0.0
 0.2610263598216231,2.1025926534224193,0.8004487455050256,-1.1486133567531662,0.7830790794648692,3.0,-0.15685603692138905,0.0,-7.216283710770823,0.0
 0.27787191193929606,2.1162063658696266,0.8001468971083204,-1.2701756400988706,0.8336157358178881,2.999999999999997,-0.14679729273677872,0.0,-7.167432918174724,0.0
 0.29395662168816544,2.1299988765314133,0.7998133172008832,-1.385461718232203,0.8818698650644963,3.0000000000000036,-0.13739865759544767,0.0,-7.0795539705476775,0.0
 0.30939670151904286,2.143967856623733,0.7994488024080565,-1.4947705967044644,0.9281901045571285,2.9999999999999964,-0.12860466234656343,0.0,-6.960608566118121,0.0
 0.32428187767296507,2.158110977362536,0.7990541493551827,-1.5983804813496325,0.9728456330188952,3.0000000000000036,-0.12036525755024931,0.0,-6.816805437510756,0.0
 0.33868305209543254,2.172425909963775,0.7986301546676047,-1.6965504854592495,1.0160491562862977,3.0000000000000075,-0.11263520611191911,0.0,-6.653054074169786,0.0
 0.35265733889766715,2.1869103256434017,0.7981776149706648,-1.7895221712024736,1.0579720166930016,3.000000000000004,-0.10537355189282611,0.0,-6.473278843602814,0.0
 0.3662514964312335,2.2015618956173686,0.7976973268897054,-1.8775209435611124,1.0987544892937007,3.000000000000004,-0.0985431536133549,0.0,-6.280643305449498,0.0
 0.3795043377758395,2.2163782911016265,0.7971900870500692,-1.9607573128302962,1.1385130133275185,2.999999999999996,-0.09211027612255565,0.0,-6.077714511711989,0.0
 0.39244846780613096,2.2313571833121277,0.7966566920770989,-2.039428039756886,1.177345403418393,3.0,-0.0860442303713626,0.0,-5.866585915510766,0.0
 0.40511156300846024,2.2464962434648243,0.7960979385961369,-2.113717175717643,1.2153346890253809,3.0000000000000044,-0.0803170563809765,0.0,-5.648970958931188,0.0
 0.41751733277638703,2.261793142775668,0.7955146232325256,-2.1837970088598477,1.252551998329161,2.9999999999999867,-0.07490324264776811,0.0,-5.426275415048772,0.0
 0.42968625380506187,2.2772455524606112,0.7949075426116078,-2.249828925865416,1.2890587614151856,3.0,-0.06977947811770657,0.0,-5.199654031161173,0.0
 0.4416361396325947,2.2928511437356045,0.794277493358726,-2.311964197880463,1.324908418897784,2.9999999999999956,-0.06492443293012103,0.0,-4.970055374982776,0.0
 0.4533825882929393,2.3086075878166015,0.7936252720992226,-2.3703446981817677,1.3601477648788178,2.999999999999995,-0.06031856193754095,0.0,-4.738257684540892,0.0
 0.4649393384246458,2.3245125559195525,0.7929516754584403,-2.425103558301645,1.3948180152739371,2.999999999999986,-0.055943932406031224,0.0,-4.504897769337574,0.0
 0.4763185556498232,2.34056371926041,0.7922575000617216,-2.4763657685961546,1.4289556669494694,3.0,-0.05178406815392154,0.0,-4.270494482100415,0.0
 0.48753106515798617,2.356758749055126,0.7915435425344091,-2.524248728581263,1.4625931954739582,2.999999999999995,-0.047823811789570236,0.0,-4.035467905281733,0.0
 0.49858654230432725,2.3730953165196524,0.7908105995018451,-2.568862751782898,1.4957596269129814,2.999999999999995,-0.04404920147042068,0.0,-3.800155125946269,0.0
 0.5094936700908685,2.3895710928699407,0.7900594675893724,-2.6103115293502737,1.528481010272605,2.9999999999999747,-0.040447359746556735,0.0,-3.5648232723872053,0.0
 0.5202602702710828,2.406183749321943,0.7892909434223334,-2.6486925562371897,1.5607808108132477,3.0,-0.03700639487001767,0.0,-3.329680334517741,0.0
 0.5308934132582944,2.4229309570916113,0.7885058236260709,-2.6840975233358235,1.5926802397748827,3.0000000000000107,-0.033715311964727254,0.0,-3.0948841842546715,0.0
 0.5413995108598558,2.439810387394897,0.787704904825927,-2.7166126786411318,1.624198532579567,3.0,-0.030563932457124184,0.0,-2.8605501177156873,0.0
 0.5517843949893505,2.4568197114477526,0.7868889836472447,-2.7463191601602217,1.655353184968051,3.0,-0.02754282183010001,0.0,-2.6267571860936263,0.0
 0.5620533848490977,2.47395660046613,0.7860588567153663,-2.773293303068235,1.6861601545472924,2.9999999999999782,-0.024643225420791993,0.0,-2.393553518830409,0.0
