# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,6.15,0.96,0.019849119415947993,0,3.0,0.06411564301571879,0.0,0.0,0.0
 0.08847785628257762,6.1617424958739,0.9600040679822169,0.019849119415947993,0.26543356884773284,2.9999999999999996,0.06411564301571879,0.0,1.1961606736462234,0.0
 0.1237532016820087,6.1729722751010705,0.960016228421037,0.06204410033203468,0.37125960504602606,2.999999999999999,0.07291114018063337,0.0,1.755334814726745,0.0
 0.14987283806834467,6.183692775089721,0.9600364160547131,0.10789280742897366,0.4496185142050339,2.999999999999998,0.0833723835044748,0.0,2.356743687209526,0.0
 0.17108964186756476,6.193907433248057,0.9600645656214986,0.1578953758455487,0.5132689256026942,3.0000000000000027,0.09591071337068074,0.0,3.0455269144744275,0.0
 0.189067569859554,6.203619686984289,0.9601006118596465,0.21264763941163514,0.567202709578662,3.0000000000000044,0.11106521068734208,0.0,3.860102419826513,0.0
 0.20466755183758423,6.212832973706623,0.9601444895074103,0.2728651675942796,0.6140026555127527,2.9999999999999982,0.12955137753566826,0.0,4.844402668390905,0.0
 0.21840500642373212,6.221550730823267,0.9601961333030429,0.3394149292483133,0.6552150192711964,3.000000000000004,0.15233220019486088,0.0,5.817969348621196,0.0
 0.23111436081275027,6.22977639574243,0.9602554779847976,0.41335756352438524,0.6392455391396532,-1.2565138749567042,0.18072385284401385,0.0,6.628415453889964,0.0
 0.2435829643065448,6.237513405872319,0.9603224582909278,0.49600464761107926,0.6018397286582696,-3.0,0.21655623913646677,0.0,7.478061434087259,0.0
 0.25601839431119355,6.244765198621141,0.9603970089596864,0.5889975571451347,0.5645334386443234,-3.0,0.2624225447022308,0.0,8.500436790692833,0.0
 0.26842016814272174,6.251535211397106,0.9604790647293268,0.6944180516925085,0.5273281171497388,-3.0,0.32207733137659555,0.0,9.745568119164522,0.0
 0.2807876860691232,6.257826881608419,0.9605685603381022,0.8149465401092422,0.49022556337053447,-3.0,0.4010904419679552,0.0,11.28297583121035,0.0
 0.29312018759732034,6.26364364666329,0.9606654305242658,0.9540938567902553,0.453228058785943,-3.0,0.5079573572972377,0.0,13.211553428274566,0.0
 0.3054166863475285,6.2689889439699265,0.9607696100260706,1.116549707009342,0.41633856253531853,-3.0,0.6560577974732912,0.0,15.675825443526486,0.0
 0.3176758701040226,6.2738662109365375,0.9608810335817699,1.3087225316562587,0.3795610112658362,-3.0000000000000044,0.8672663825358811,0.0,18.893769336140334,0.0
 0.32989594203762457,6.278278884971328,0.9609996359296172,1.5396057520407767,0.3429007954650303,-3.0,1.178962368716427,0.0,23.206666173970117,0.0
 0.34207435801954417,6.282230403482507,0.9611253518078653,1.8222261862609272,0.3063655475192715,-3.0,1.6585032939543203,0.0,29.173461788658628,0.0
 0.35420737040980343,6.285724203878284,0.9612581159547675,2.176188159609478,0.2699665103484936,-3.0000000000000044,2.4354285812162253,0.0,37.76172009597767,0.0
 0.3662891875364074,6.2887637235668645,0.9613978631085772,2.632418356195085,0.2337210589686818,-2.999999999999998,3.7800707213848503,0.0,50.76760681534221,0.0
 0.3783103070346525,6.291352399956457,0.9615445280075474,3.242701824362238,0.19765770047394643,-2.999999999999998,6.3195708075904875,0.0,71.84409989821958,0.0
 0.390253885305034,6.2934936704552715,0.9616980453899314,4.100777454761731,0.16182696566280194,-2.999999999999998,11.73262373016191,0.0,109.4082426101236,0.0
 0.4020867798656483,6.295190972471513,0.9618583499939823,5.395393653629428,0.12632828198095916,-3.0,25.537433590586513,0.0,186.7453092235506,0.0
 0.413733285291856,6.29644774341339,0.9620253765579535,7.570323910820347,0.09138876570233599,-3.0000000000000036,72.80780924620574,0.0,390.75462948459256,0.0
 0.4249762851413015,6.297267420689111,0.962199059820098,11.963578151285748,0.057659766153999606,-2.9999999999999925,359.91360905227697,0.0,1309.5660150716965,0.0
 0.43495619272560054,6.297653441706885,0.962379334518669,25.032925957240074,0.027720043401102457,-2.999999999999996,3904.2124578136054,0.0,12660.02471416873,0.0
 0.4411393312291685,6.297609243874916,0.9625661353919198,103.31161222353849,0.03437087263589881,1.0756396983438965,2539.452756554038,0.0,5311.594649558193,0.0
 0.45137694748654206,6.297138264601417,0.9627593971781037,157.68967996043392,0.0650837214080196,3.0000000000000075,237.80491409037728,0.0,868.9378352934615,0.0
 0.46256925918386915,6.296243941294591,0.9629590546154737,167.415103058639,0.09866065650000083,2.999999999999995,57.12073531505551,0.0,320.3060014774806,0.0
 0.4740489959186826,6.294929711362649,0.9631650424422831,171.09213163018126,0.13309986670444124,3.000000000000005,21.756666182242245,0.0,165.35589014199493,0.0
 0.4856362932874987,6.293199012213797,0.9633772953967851,173.00815950094184,0.1678617588108895,3.0,10.505438811686943,0.0,100.89852616172203,0.0
 0.4972648881826463,6.291055281256244,0.9635957482172328,174.18146758719394,0.20274754349633226,2.999999999999993,5.858153115028033,0.0,68.02497752464318,0.0
 0.5089047524494517,6.288501955898197,0.9638203356418796,174.97326909233328,0.23766713629674838,3.000000000000005,3.5982038237657386,0.0,49.00592523807916,0.0
 0.5205402670334316,6.285542473547866,0.9640509924089785,175.5434782501424,0.272573680048688,2.999999999999983,2.3689042689968502,0.0,37.01449937609707,0.0
 0.5321624723616757,6.282180271613456,0.9642876532567829,175.97366836201354,0.3074402960334203,3.000000000000005,1.6432373764550725,0.0,28.966555787031545,0.0
